dataset,NumberOfInstances,LogNumberOfInstances,NumberOfFeatures,LogNumberOfFeatures,Dimensionality,LogDimensionality,InverseDimensionality,LogInverseDimensionality,NumberOfClasses,NumberOfCategoricalFeatures,PercentageOfCategoricalFeatures,NumberOfNumericFeatures,PercentageOfNumericFeatures,RatioNumericalToNominal,RatioNominalToNumerical,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,NumberOfBinaryFeatures,SymbolsMin,SymbolsMax,SymbolsMean,SymbolsSTD,SymbolsSum,NumberOfMissingValues,PercentageOfMissingValues,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,MajorityClassSize,MajorityClassPercentage,SimpleFeatureTime,KurtosisMin,KurtosisMax,KurtosisMean,KurtosisSTD,SkewnessMin,SkewnessMax,SkewnessMean,SkewnessSTD,MeanSTDOfNumerical,STDSTDOfNumerical,MeanMeansOfNumerical,StatisticalFeatureTime,ClassEntropy,MeanFeatureEntropy,MeanMutualInformation,EquivalentNumberOfAttributes,NoiseToSignalRatio,ITFeatureTime,TotalFeatureTime
fri_c2_1000_25.arff,1000,6.907755279,26,3.258096538,0.026,-3.649658741,38.46153846,3.649658741,2,0,0,25,100,0,0,0.437,0.563,0.5,0.063,0,0,0,0,0,0,0,0,0,0,0,0,563,56.3,0.003578077,-1.256068369,-0.081705839,-1.132269797,0.234830706,-0.091733404,0.685490012,0.023932375,0.143754935,0.999499869,1.75E-07,8.60E-10,0.02870436,-1,-1,-1,-1,-1,-1,0.032282438
fri_c2_1000_5.arff,1000,6.907755279,6,1.791759469,0.006,-5.11599581,166.6666667,5.11599581,2,0,0,5,100,0,0,0.416,0.584,0.5,0.084,0,0,0,0,0,0,0,0,0,0,0,0,584,58.4,0.001552974,-1.214245006,0.205302868,-0.822049404,0.53495402,-0.064398497,0.665595591,0.130851295,0.271059673,0.999499857,9.97E-08,-3.24E-09,0.004544837,-1,-1,-1,-1,-1,-1,0.006097811
fri_c2_1000_50.arff,1000,6.907755279,51,3.931825633,0.051,-2.975929646,19.60784314,2.975929646,2,0,0,50,100,0,0,0.418,0.582,0.5,0.082,0,0,0,0,0,0,0,0,0,0,0,0,582,58.2,0.002879358,-1.284881573,0.09559066,-1.163529286,0.192492945,-0.077776395,0.737514496,0.021711248,0.112295689,0.999499911,1.81E-07,-1.37E-09,0.047621905,-1,-1,-1,-1,-1,-1,0.050501262
fri_c2_100_10.arff,100,4.605170186,11,2.397895273,0.11,-2.207274913,9.090909091,2.207274913,2,0,0,10,100,0,0,0.45,0.55,0.5,0.05,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0.001359938,-1.349415223,0.72494305,-0.943580896,0.604542466,-0.189719647,0.888049603,0.166278095,0.277182708,0.994987458,5.50E-08,2.32E-08,0.00848846,-1,-1,-1,-1,-1,-1,0.009848398
fri_c2_100_25.arff,100,4.605170186,26,3.258096538,0.26,-1.347073648,3.846153846,1.347073648,2,0,0,25,100,0,0,0.43,0.57,0.5,0.07,0,0,0,0,0,0,0,0,0,0,0,0,57,57,0.001444811,-1.399375425,-0.42311302,-1.131824452,0.20851944,-0.343519032,0.579699218,0.002980805,0.164864318,0.994987469,6.24E-08,6.54E-09,0.021668211,-1,-1,-1,-1,-1,-1,0.023113022
fri_c2_100_5.arff,100,4.605170186,6,1.791759469,0.06,-2.813410717,16.66666667,2.813410717,2,0,0,5,100,0,0,0.4,0.6,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0.001329542,-1.087734887,0.84216724,-0.645974147,0.746826808,0.038816672,1.004964113,0.245513054,0.380254049,0.994987428,9.23E-08,-1.25E-08,0.004605235,-1,-1,-1,-1,-1,-1,0.005934777
fri_c2_100_50.arff,100,4.605170186,51,3.931825633,0.51,-0.673344553,1.960784314,0.673344553,2,0,0,50,100,0,0,0.42,0.58,0.5,0.08,0,0,0,0,0,0,0,0,0,0,0,0,58,58,0.001640215,-1.433489797,-0.004884468,-1.152036656,0.199569361,-0.295363456,0.693881989,-0.00753929,0.193032266,0.994987479,8.84E-08,-6.52E-09,0.040638654,-1,-1,-1,-1,-1,-1,0.042278869
fri_c2_250_10.arff,250,5.521460918,11,2.397895273,0.044,-3.123565645,22.72727273,3.123565645,2,0,0,10,100,0,0,0.364,0.636,0.5,0.136,0,0,0,0,0,0,0,0,0,0,0,0,159,63.6,0.00158416,-1.292886189,0.26555176,-1.007678476,0.463437164,-0.146867603,0.793266416,0.066115695,0.249257083,0.997997981,1.03E-07,1.17E-08,0.008492407,-1,-1,-1,-1,-1,-1,0.010076567
fri_c2_250_25.arff,250,5.521460918,26,3.258096538,0.104,-2.26336438,9.615384615,2.26336438,2,0,0,25,100,0,0,0.444,0.556,0.5,0.056,0,0,0,0,0,0,0,0,0,0,0,0,139,55.6,0.001523367,-1.33326544,0.051230129,-1.144766958,0.264504676,-0.150423348,0.789998591,0.03934987,0.182035559,0.997998004,9.82E-08,3.72E-09,0.023972013,-1,-1,-1,-1,-1,-1,0.025495381
fri_c2_250_5.arff,250,5.521460918,6,1.791759469,0.024,-3.729701449,41.66666667,3.729701449,2,0,0,5,100,0,0,0.44,0.56,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,140,56,0.001513893,-1.314198394,-0.509623054,-0.995024992,0.289746985,-0.134919509,0.561769783,0.075590879,0.251306857,0.997998106,8.76E-08,9.87E-09,0.005274743,-1,-1,-1,-1,-1,-1,0.006788636
fri_c2_250_50.arff,250,5.521460918,51,3.931825633,0.204,-1.589635285,4.901960784,1.589635285,2,0,0,50,100,0,0,0.452,0.548,0.5,0.048,0,0,0,0,0,0,0,0,0,0,0,0,137,54.8,0.002123793,-1.327614668,-0.264617179,-1.155191674,0.159381714,-0.233533338,0.718829036,0.010256606,0.134817748,0.997998015,1.33E-07,4.60E-09,0.041864374,-1,-1,-1,-1,-1,-1,0.043988167
fri_c2_500_10.arff,500,6.214608098,11,2.397895273,0.022,-3.816712826,45.45454545,3.816712826,2,0,0,10,100,0,0,0.428,0.572,0.5,0.072,0,0,0,0,0,0,0,0,0,0,0,0,286,57.2,0.001548632,-1.269884166,0.3693617,-1.004870776,0.481660687,-0.044088338,0.794806898,0.111579978,0.234385131,0.998999679,1.54E-07,6.39E-09,0.008538989,-1,-1,-1,-1,-1,-1,0.01008762
fri_c2_500_25.arff,500,6.214608098,26,3.258096538,0.052,-2.95651156,19.23076923,2.95651156,2,0,0,25,100,0,0,0.392,0.608,0.5,0.108,0,0,0,0,0,0,0,0,0,0,0,0,304,60.8,0.001725878,-1.279560664,0.338288018,-1.110068223,0.305193861,-0.096277118,0.854446471,0.027270237,0.180389898,0.998999546,1.49E-07,-1.88E-09,0.023516464,-1,-1,-1,-1,-1,-1,0.025242341
fri_c2_500_5.arff,500,6.214608098,6,1.791759469,0.012,-4.422848629,83.33333333,4.422848629,2,0,0,5,100,0,0,0.404,0.596,0.5,0.096,0,0,0,0,0,0,0,0,0,0,0,0,298,59.6,0.001702982,-1.261921385,-0.120920176,-0.9275655,0.434627716,-0.053572129,0.661383748,0.133675761,0.266473065,0.99899956,1.11E-07,-5.10E-09,0.005106182,-1,-1,-1,-1,-1,-1,0.006809163
fri_c2_500_50.arff,500,6.214608098,51,3.931825633,0.102,-2.282782466,9.803921569,2.282782466,2,0,0,50,100,0,0,0.41,0.59,0.5,0.09,0,0,0,0,0,0,0,0,0,0,0,0,295,59,0.002077211,-1.299158577,0.384539592,-1.159213192,0.237412024,-0.153389916,0.823249459,0.027087392,0.13597533,0.998999528,1.58E-07,7.29E-10,0.041865164,-1,-1,-1,-1,-1,-1,0.043942375
fri_c3_1000_10.arff,1000,6.907755279,11,2.397895273,0.011,-4.509860006,90.90909091,4.509860006,2,0,0,10,100,0,0,0.44,0.56,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,560,56,0.002045631,-1.256607978,1.910246505,-0.705255542,0.961756015,-0.041490238,1.414754987,0.228654696,0.45633071,0.999499911,1.61E-07,-3.73E-09,0.008502671,-1,-1,-1,-1,-1,-1,0.010548302
fri_c3_1000_25.arff,1000,6.907755279,26,3.258096538,0.026,-3.649658741,38.46153846,3.649658741,2,0,0,25,100,0,0,0.443,0.557,0.5,0.057,0,0,0,0,0,0,0,0,0,0,0,0,557,55.7,0.002241825,-1.283105466,1.940663345,-0.990648338,0.656406684,-0.099497326,1.374389172,0.06442712,0.305354123,0.999499874,1.72E-07,9.42E-10,0.024316241,-1,-1,-1,-1,-1,-1,0.026558066
fri_c3_1000_5.arff,1000,6.907755279,6,1.791759469,0.006,-5.11599581,166.6666667,5.11599581,2,0,0,5,100,0,0,0.437,0.563,0.5,0.063,0,0,0,0,0,0,0,0,0,0,0,0,563,56.3,0.002442362,-1.199657053,1.141867785,-0.399367499,0.886638725,-0.047704853,1.245070696,0.379335111,0.512877658,0.999499989,2.60E-07,-2.00E-10,0.004460359,-1,-1,-1,-1,-1,-1,0.006902721
fri_c3_1000_50.arff,1000,6.907755279,51,3.931825633,0.051,-2.975929646,19.60784314,2.975929646,2,0,0,50,100,0,0,0.445,0.555,0.5,0.055,0,0,0,0,0,0,0,0,0,0,0,0,555,55.5,0.002905411,-1.279458564,1.989551769,-1.098881847,0.481065634,-0.065693595,1.445085526,0.041428034,0.229879742,0.999499925,1.91E-07,-2.24E-09,0.044969138,-1,-1,-1,-1,-1,-1,0.047874549
fri_c3_100_10.arff,100,4.605170186,11,2.397895273,0.11,-2.207274913,9.090909091,2.207274913,2,0,0,10,100,0,0,0.4,0.6,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0.001629162,-1.442875244,0.226737916,-0.898156452,0.465844709,-0.169871658,1.089773297,0.166247316,0.373930854,0.994987488,6.53E-08,-9.37E-09,0.008253185,-1,-1,-1,-1,-1,-1,0.009882347
fri_c3_100_25.arff,100,4.605170186,26,3.258096538,0.26,-1.347073648,3.846153846,1.347073648,2,0,0,25,100,0,0,0.45,0.55,0.5,0.05,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0.001557711,-1.36685826,0.80720337,-1.030298655,0.469440538,-0.302543253,1.185724854,0.11166674,0.311551563,0.99498749,7.81E-08,-2.09E-09,0.021453464,-1,-1,-1,-1,-1,-1,0.023011175
fri_c3_100_5.arff,100,4.605170186,6,1.791759469,0.06,-2.813410717,16.66666667,2.813410717,2,0,0,5,100,0,0,0.44,0.56,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0.001334673,-1.195059248,0.9048253,-0.333240798,0.776202281,-0.289699078,1.291078568,0.326846342,0.635497303,0.994987464,8.09E-08,-1.34E-08,0.0048488,-1,-1,-1,-1,-1,-1,0.006183474
fri_c3_100_50.arff,100,4.605170186,51,3.931825633,0.51,-0.673344553,1.960784314,0.673344553,2,0,0,50,100,0,0,0.38,0.62,0.5,0.12,0,0,0,0,0,0,0,0,0,0,0,0,62,62,0.00151863,-1.377286839,0.998551702,-1.07833281,0.373339922,-0.351781577,1.28799355,0.015288121,0.259757694,0.99498745,7.61E-08,4.08E-09,0.040224948,-1,-1,-1,-1,-1,-1,0.041743578
fri_c3_250_10.arff,250,5.521460918,11,2.397895273,0.044,-3.123565645,22.72727273,3.123565645,2,0,0,10,100,0,0,0.46,0.54,0.5,0.04,0,0,0,0,0,0,0,0,0,0,0,0,135,54,0.001408493,-1.233403937,2.939674926,-0.554877191,1.249027835,-0.199532196,1.517865658,0.197208045,0.501895845,0.997998035,7.15E-08,-3.70E-09,0.008700049,-1,-1,-1,-1,-1,-1,0.010108542
fri_c3_250_25.arff,250,5.521460918,26,3.258096538,0.104,-2.26336438,9.615384615,2.26336438,2,0,0,25,100,0,0,0.444,0.556,0.5,0.056,0,0,0,0,0,0,0,0,0,0,0,0,139,55.6,0.001556132,-1.332898245,1.732113788,-1.003229793,0.627021614,-0.076449603,1.331543684,0.121857843,0.29754576,0.997997999,1.01E-07,1.75E-09,0.022830771,-1,-1,-1,-1,-1,-1,0.024386903
fri_c3_250_5.arff,250,5.521460918,6,1.791759469,0.024,-3.729701449,41.66666667,3.729701449,2,0,0,5,100,0,0,0.436,0.564,0.5,0.064,0,0,0,0,0,0,0,0,0,0,0,0,141,56.4,0.001629557,-1.210086911,1.569494287,-0.249847396,1.043120237,0.007212915,1.300104737,0.417289349,0.525465237,0.997997963,4.77E-08,1.42E-08,0.004375487,-1,-1,-1,-1,-1,-1,0.006005043
fri_c3_250_50.arff,250,5.521460918,51,3.931825633,0.204,-1.589635285,4.901960784,1.589635285,2,0,0,50,100,0,0,0.432,0.568,0.5,0.068,0,0,0,0,0,0,0,0,0,0,0,0,142,56.8,0.00172193,-1.312088833,1.690810762,-1.10166647,0.45720243,-0.120353132,1.361191511,0.069752683,0.22854738,0.997997992,1.11E-07,1.45E-09,0.04053878,-1,-1,-1,-1,-1,-1,0.04226071
fri_c3_500_10.arff,500,6.214608098,11,2.397895273,0.022,-3.816712826,45.45454545,3.816712826,2,0,0,10,100,0,0,0.456,0.544,0.5,0.044,0,0,0,0,0,0,0,0,0,0,0,0,272,54.4,0.001511525,-1.30311485,1.469486561,-0.763686124,0.82492894,-0.154886335,1.281335473,0.158686534,0.437661403,0.998999542,1.01E-07,6.41E-09,0.008658205,-1,-1,-1,-1,-1,-1,0.01016973
fri_c3_500_25.arff,500,6.214608098,26,3.258096538,0.052,-2.95651156,19.23076923,2.95651156,2,0,0,25,100,0,0,0.44,0.56,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,280,56,0.002348804,-1.307193203,2.573656599,-0.957020804,0.789684417,-0.178038925,1.558878064,0.097616606,0.342538964,0.99899956,1.63E-07,4.74E-09,0.02157347,-1,-1,-1,-1,-1,-1,0.023922274
fri_c3_500_5.arff,500,6.214608098,6,1.791759469,0.012,-4.422848629,83.33333333,4.422848629,2,0,0,5,100,0,0,0.474,0.526,0.5,0.026,0,0,0,0,0,0,0,0,0,0,0,0,263,52.6,0.00142073,-1.217396485,1.718689905,-0.265335955,1.093874068,-0.022674885,1.362853765,0.420038635,0.549182042,0.998999476,6.53E-08,2.56E-09,0.004330089,-1,-1,-1,-1,-1,-1,0.00575082
fri_c3_500_50.arff,500,6.214608098,51,3.931825633,0.102,-2.282782466,9.803921569,2.282782466,2,0,0,50,100,0,0,0.436,0.564,0.5,0.064,0,0,0,0,0,0,0,0,0,0,0,0,282,56.4,0.002197612,-1.284632184,3.532317299,-1.063749537,0.71752997,-0.082736962,1.736938953,0.078514023,0.275594895,0.998999528,1.57E-07,-2.30E-09,0.041461327,-1,-1,-1,-1,-1,-1,0.043658939
fri_c4_1000_10.arff,1000,6.907755279,11,2.397895273,0.011,-4.509860006,90.90909091,4.509860006,2,0,0,10,100,0,0,0.44,0.56,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,560,56,0.001706929,-1.251974229,1.889794715,-0.589014881,0.988958096,-0.045471828,1.41087985,0.30574203,0.477649997,0.999499923,1.56E-07,-1.15E-08,0.010114858,-1,-1,-1,-1,-1,-1,0.011821788
fri_c4_1000_100.arff,1000,6.907755279,101,4.615120517,0.101,-2.292634762,9.900990099,2.292634762,2,0,0,100,100,0,0,0.436,0.564,0.5,0.064,0,0,0,0,0,0,0,0,0,0,0,0,564,56.4,0.004907619,-1.277959797,1.527716932,-1.143788896,0.322012194,-0.110642269,1.347966313,0.031472796,0.172100399,0.99949989,2.17E-07,-2.16E-10,0.096041219,-1,-1,-1,-1,-1,-1,0.100948838
fri_c4_1000_25.arff,1000,6.907755279,26,3.258096538,0.026,-3.649658741,38.46153846,3.649658741,2,0,0,25,100,0,0,0.453,0.547,0.5,0.047,0,0,0,0,0,0,0,0,0,0,0,0,547,54.7,0.002136425,-1.264498566,1.495689092,-0.971994446,0.59676859,-0.093374647,1.354257941,0.101307015,0.315139718,0.999499879,2.08E-07,2.15E-09,0.021862432,-1,-1,-1,-1,-1,-1,0.023998857
fri_c4_1000_50.arff,1000,6.907755279,51,3.931825633,0.051,-2.975929646,19.60784314,2.975929646,2,0,0,50,100,0,0,0.44,0.56,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,560,56,0.003375172,-1.2824964,1.723399178,-1.065340643,0.477214607,-0.066455983,1.306830645,0.045954407,0.228851434,0.999499882,2.49E-07,5.59E-10,0.043862634,-1,-1,-1,-1,-1,-1,0.047237806
fri_c4_100_10.arff,100,4.605170186,11,2.397895273,0.11,-2.207274913,9.090909091,2.207274913,2,0,0,10,100,0,0,0.47,0.53,0.5,0.03,0,0,0,0,0,0,0,0,0,0,0,0,53,53,0.001353622,-1.360593601,0.634981791,-0.797989294,0.598531548,-0.252865046,1.060817361,0.161319529,0.394956784,0.994987464,2.92E-08,-8.76E-09,0.015007871,-1,-1,-1,-1,-1,-1,0.016361493
fri_c4_100_100.arff,100,4.605170186,101,4.615120517,1.01,0.009950331,0.99009901,-0.009950331,2,0,0,100,100,0,0,0.47,0.53,0.5,0.03,0,0,0,0,0,0,0,0,0,0,0,0,53,53,0.002439598,-1.396373003,2.321633943,-1.09236333,0.430017612,-0.364094883,1.484651208,0.025169045,0.225250583,0.994987469,6.88E-08,1.79E-09,0.089386406,-1,-1,-1,-1,-1,-1,0.091826004
fri_c4_100_25.arff,100,4.605170186,26,3.258096538,0.26,-1.347073648,3.846153846,1.347073648,2,0,0,25,100,0,0,0.46,0.54,0.5,0.04,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0.001499682,-1.386556993,0.976693868,-0.992091131,0.540940412,-0.327730715,1.025016665,0.125698477,0.311028581,0.994987469,6.24E-08,-3.69E-09,0.019798248,-1,-1,-1,-1,-1,-1,0.021297929
fri_c4_100_50.arff,100,4.605170186,51,3.931825633,0.51,-0.673344553,1.960784314,0.673344553,2,0,0,50,100,0,0,0.44,0.56,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0.001702982,-1.357404911,1.922143459,-1.006901856,0.518918367,-0.361012906,1.48640132,0.104038301,0.276071903,0.994987472,8.16E-08,-2.59E-09,0.046723833,-1,-1,-1,-1,-1,-1,0.048426814
fri_c4_250_10.arff,250,5.521460918,11,2.397895273,0.044,-3.123565645,22.72727273,3.123565645,2,0,0,10,100,0,0,0.468,0.532,0.5,0.032,0,0,0,0,0,0,0,0,0,0,0,0,133,53.2,0.002496048,-1.289114142,2.055774858,-0.551747267,0.99278934,-0.197548926,1.443163037,0.297037413,0.496003862,0.997998053,1.01E-07,-1.30E-09,0.014844442,-1,-1,-1,-1,-1,-1,0.017340491
fri_c4_250_100.arff,250,5.521460918,101,4.615120517,0.404,-0.906340401,2.475247525,0.906340401,2,0,0,100,100,0,0,0.44,0.56,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,140,56,0.00220156,-1.394852374,2.473535291,-1.132893665,0.424449779,-0.244254068,1.609379172,0.033490727,0.209664266,0.997997999,1.08E-07,-2.98E-09,0.086775878,-1,-1,-1,-1,-1,-1,0.088977437
fri_c4_250_25.arff,250,5.521460918,26,3.258096538,0.104,-2.26336438,9.615384615,2.26336438,2,0,0,25,100,0,0,0.456,0.544,0.5,0.044,0,0,0,0,0,0,0,0,0,0,0,0,136,54.4,0.001732588,-1.315657122,2.2286664,-0.952864226,0.721098068,-0.16503489,1.377277613,0.122352335,0.305283802,0.997997997,1.12E-07,9.75E-10,0.021123447,-1,-1,-1,-1,-1,-1,0.022856035
fri_c4_250_50.arff,250,5.521460918,51,3.931825633,0.204,-1.589635285,4.901960784,1.589635285,2,0,0,50,100,0,0,0.46,0.54,0.5,0.04,0,0,0,0,0,0,0,0,0,0,0,0,135,54,0.00172272,-1.360066947,2.199251698,-1.055283771,0.534551726,-0.164225623,1.456933022,0.062639629,0.261827966,0.997998025,1.13E-07,2.39E-09,0.04070971,-1,-1,-1,-1,-1,-1,0.042432429
fri_c4_500_10.arff,500,6.214608098,11,2.397895273,0.022,-3.816712826,45.45454545,3.816712826,2,0,0,10,100,0,0,0.448,0.552,0.5,0.052,0,0,0,0,0,0,0,0,0,0,0,0,276,55.2,0.001509946,-1.214470177,2.466588316,-0.510789931,1.13305016,-0.149203524,1.521453977,0.281502416,0.511575885,0.998999572,1.96E-07,3.36E-09,0.008388586,-1,-1,-1,-1,-1,-1,0.009898532
fri_c4_500_100.arff,500,6.214608098,101,4.615120517,0.202,-1.599487582,4.95049505,1.599487582,2,0,0,100,100,0,0,0.434,0.566,0.5,0.066,0,0,0,0,0,0,0,0,0,0,0,0,283,56.6,0.003232665,-1.331684109,1.656361498,-1.127333537,0.378061366,-0.143802747,1.268960118,0.035256448,0.177677676,0.998999544,1.46E-07,1.79E-09,0.088429909,-1,-1,-1,-1,-1,-1,0.091662574
fri_c4_500_25.arff,500,6.214608098,26,3.258096538,0.052,-2.95651156,19.23076923,2.95651156,2,0,0,25,100,0,0,0.432,0.568,0.5,0.068,0,0,0,0,0,0,0,0,0,0,0,0,284,56.8,0.001722325,-1.303859472,1.404760497,-0.973589834,0.594512475,-0.101064265,1.295797586,0.12327112,0.30192453,0.99899956,1.81E-07,-3.20E-09,0.021287271,-1,-1,-1,-1,-1,-1,0.023009596
fri_c4_500_50.arff,500,6.214608098,51,3.931825633,0.102,-2.282782466,9.803921569,2.282782466,2,0,0,50,100,0,0,0.472,0.528,0.5,0.028,0,0,0,0,0,0,0,0,0,0,0,0,264,52.8,0.002551314,-1.280986109,1.02919727,-1.096877296,0.378336805,-0.116674744,1.184060574,0.056983802,0.21251374,0.998999549,1.61E-07,-2.71E-09,0.044703072,-1,-1,-1,-1,-1,-1,0.047254386
fruitfly.arff,125,4.828313737,5,1.609437912,0.04,-3.218875825,25,3.218875825,2,2,50,2,50,1,1,0.392,0.608,0.5,0.108,0,3,3,3,0,6,0,0,0,0,0,0,76,60.8,0.001759827,-0.441789966,-0.432779132,-0.437284549,0.004505417,-0.630374372,-0.01147863,-0.320926501,0.309447871,8.785319589,8.708176352,29.1304791,0.001938652,0.966078098,4.2738,0.001876405,514.8559145,2276.651461,0.001820619,0.005519098
gina_agnostic.arff,3468,8.151333338,971,6.878326468,0.279988466,-1.27300687,3.571575695,1.27300687,2,0,0,970,100,0,0,0.491637832,0.508362168,0.5,0.008362168,0,0,0,0,0,0,0,0,0,0,0,0,1763,50.83621684,0.118011814,-1.826241765,283.4462755,18.61988609,39.29670577,-0.244499758,16.11059952,2.933008743,3.266602044,77.23863108,33.14258435,53.99496154,1.376092885,-1,-1,-1,-1,-1,-1,1.494104699
gina_prior.arff,3468,8.151333338,785,6.665683718,0.226355248,-1.48564962,4.417834395,1.48564962,2,0,0,784,100,0,0,0.491637832,0.508362168,0.5,0.008362168,0,0,0,0,0,0,0,0,0,0,0,0,1763,50.83621684,0.092012724,-3,3463.002447,336.5053746,845.49486,-0.195301846,58.8642807,9.158232778,15.64180202,49.09941018,44.45270822,33.46168054,1.037359802,-1,-1,-1,-1,-1,-1,1.129372526
glass.arff,214,5.365976015,10,2.302585093,0.046728972,-3.063390922,21.4,3.063390922,2,0,0,9,100,0,0,0.355140187,0.644859813,0.5,0.144859813,0,0,0,0,0,0,0,0,0,0,0,0,138,64.48598131,0.007177472,-0.428701158,53.39231954,9.650672462,15.82818609,-1.14446497,6.505635738,1.641002403,2.165865196,0.687927748,0.473211694,11.26585317,0.019695216,-1,-1,-1,-1,-1,-1,0.026872688
haberman.arff,306,5.723585102,4,1.386294361,0.013071895,-4.337290741,76.5,4.337290741,2,1,33.33333333,2,66.66666667,2,0.5,0.264705882,0.735294118,0.5,0.235294118,0,12,12,12,0,12,0,0,0,0,0,0,225,73.52941176,0.001646137,-0.599349831,11.52052448,5.460587323,6.059937154,0.145786136,2.969176054,1.557481095,1.411694959,8.981842756,1.803943872,28.24182987,0.001995102,0.833764907,5.44608,0.024901341,33.48273058,217.7062598,0.001038211,0.004679449
hayes-roth.arff,132,4.882801923,5,1.609437912,0.037878788,-3.27336401,26.4,3.27336401,2,0,0,4,100,0,0,0.386363636,0.613636364,0.5,0.113636364,0,0,0,0,0,0,0,0,0,0,0,0,81,61.36363636,0.00132441,-1.500000045,-0.376506919,-0.657380201,0.486486794,0,0.738133788,0.553600237,0.319621246,0.91241692,0.055379616,1.965909123,0.00418324,-1,-1,-1,-1,-1,-1,0.00550765
heart-c.arff,303,5.713732806,14,2.63905733,0.04620462,-3.074675476,21.64285714,3.074675476,2,7,53.84615385,6,46.15384615,0.857142857,1.166666667,0.455445545,0.544554455,0.5,0.044554455,3,2,5,3,1.069044968,21,7,0.165016502,7,2.310231023,2,0.660066007,165,54.45544554,0.00252684,-1,-1,-1,-1,-1,-1,-1,-1,17.21409346,17.38549044,97.26918167,0.005294086,0.994264609,5.24093,0.075272923,13.20879506,68.62574,0.006079652,0.013900578
heart-statlog.arff,270,5.598421959,14,2.63905733,0.051851852,-2.959364629,19.28571429,2.959364629,2,0,0,13,100,0,0,0.444444444,0.555555556,0.5,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,150,55.55555556,0.001590871,-1.990553487,4.783268646,0.090883701,1.813608331,-0.873878002,1.980887175,0.424587303,0.834465125,8.42357483,14.36636844,46.03604046,0.01091661,-1,-1,-1,-1,-1,-1,0.012507481
hepatitis.arff,155,5.043425117,20,2.995732274,0.129032258,-2.047692843,7.75,2.047692843,2,13,68.42105263,6,31.57894737,0.461538462,2.166666667,0.206451613,0.793548387,0.5,0.293548387,3,2,13,5.461538462,3.608012123,71,167,5.387096774,75,48.38709677,15,9.677419355,123,79.35483871,0.003527154,-1,-1,-1,-1,-1,-1,-1,-1,29.63071152,31.68675794,49.91941512,0.006042545,0.734645153,3.92311,0.035860595,20.48613925,108.3990083,0.011247022,0.020816721
hip.arff,54,3.988984047,8,2.079441542,0.148148148,-1.909542505,6.75,1.909542505,2,0,0,7,100,0,0,0.481481481,0.518518519,0.5,0.018518519,0,0,0,0,0,0,120,27.77777778,30,55.55555556,4,7.407407407,28,51.85185185,0.004770244,-1,-1,-1,-1,-1,-1,-1,-1,9.123397963,1.444196341,77.13227599,0.024767449,-1,-1,-1,-1,-1,-1,0.029537692
houses.arff,20640,9.93498622,9,2.197224577,0.000436047,-7.737761642,2293.333333,7.737761642,2,0,0,8,100,0,0,0.431879845,0.568120155,0.5,0.068120155,0,0,0,0,0,0,0,0,0,0,0,0,11726,56.8120155,0.008294239,-1.117780515,73.535007,19.18600184,23.76980623,0.060326271,4.935499668,2.387003391,1.710770907,14940.8203,37973.58634,26502.72314,0.011207151,-1,-1,-1,-1,-1,-1,0.01950139
house_16H.arff,22784,10.03381381,17,2.833213344,0.000746138,-7.20060047,1340.235294,7.20060047,2,0,0,16,100,0,0,0.295997191,0.704002809,0.5,0.204002809,0,0,0,0,0,0,0,0,0,0,0,0,16040,70.4002809,0.013809784,-1.095923569,7199.975215,468.7176722,1738.108896,-5.872639656,72.74510956,6.137250617,17.44710508,4117.028069,15944.79892,488.3223359,0.027960243,-1,-1,-1,-1,-1,-1,0.041770027
house_8L.arff,22784,10.03381381,9,2.197224577,0.000395014,-7.836589237,2531.555556,7.836589237,2,0,0,8,100,0,0,0.295997191,0.704002809,0.5,0.204002809,0,0,0,0,0,0,0,0,0,0,0,0,16040,70.4002809,0.008818871,-1.095923569,7544.511528,973.5265393,2484.556068,-0.270890415,74.16197968,11.48774219,24.07359358,3118.860862,8251.141058,367.9730367,0.011362291,-1,-1,-1,-1,-1,-1,0.020181162
