dataset,#Instances,Log#Instances,#Features,Log#Features,Dimensionality,LogDimensionality,InverseDimensionality,LogInverseDimensionality,#Classes,#CategoricalFeatures,%CategoricalFeatures,#NumericFeatures,%NumericFeatures,RatioNumericalToNominal,RatioNominalToNumerical,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,#BinaryFeatures,SymbolsMin,SymbolsMax,SymbolsMean,SymbolsSTD,SymbolsSum,#MissingValues,%MissingValues,#InstancesWithMissingValues,%InstancesWithMissingValues,#FeaturesWithMissingValues,%FeaturesWithMissingValues,MajorityClassSize,MajorityClassPercentage,SimpleFeatureTime,KurtosisMin,KurtosisMax,KurtosisMean,KurtosisSTD,SkewnessMin,SkewnessMax,SkewnessMean,SkewnessSTD,MeanSTDOfNumerical,STDSTDOfNumerical,MeanMeansOfNumerical,StatisticalFeatureTime,ClassEntropy,MeanFeatureEntropy,MeanMutualInformation,EquivalentNumberOfAttributes,NoiseToSignalRatio,ITFeatureTime,TotalFeatureTime,DecisionTreeGiniDepth1Accuracy,DecisionTreeGiniDepth1TimeSum,DecisionTreeGiniDepth1TimeMean,DecisionTreeEntropyDepth1Accuracy,DecisionTreeEntropyDepth1TimeSum,DecisionTreeEntropyDepth1TimeMean,DecisionTreeGiniDepth2Accuracy,DecisionTreeGiniDepth2TimeSum,DecisionTreeGiniDepth2TimeMean,DecisionTreeEntropyDepth2Accuracy,DecisionTreeEntropyDepth2TimeSum,DecisionTreeEntropyDepth2TimeMean,DecisionTreeGiniDepth4Accuracy,DecisionTreeGiniDepth4TimeSum,DecisionTreeGiniDepth4TimeMean,DecisionTreeEntropyDepth4Accuracy,DecisionTreeEntropyDepth4TimeSum,DecisionTreeEntropyDepth4TimeMean,DecisionTreeGiniAccuracy,DecisionTreeGiniTimeSum,DecisionTreeGiniTimeMean,GaussianNBAccuracy,GaussianNBTimeSum,GaussianNBTimeMean,1NNAccuracy,1NNTimeSum,1NNTimeMean
OVA_Ovary.arff,1545,7.342779189,10937,9.299906815,7.078964401,1.957127626,0.141263601,-1.957127626,2,0,0,10936,100,0,0,0.12815534,0.87184466,0.5,0.37184466,0,0,0,0,0,0,0,0,0,0,0,0,1347,87.18446602,0.941534956,-0.855704168,1534.017923,53.72736353,142.1228884,-0.003282231,39.15558243,4.120013244,4.627020813,2058.604409,4218.097717,3386.561584,29.30718189,-1,-1,-1,-1,-1,-1,30.24871684,0.921682848,23.94309267,2.394309267,0.905501618,39.65632838,3.965632838,0.93171521,40.89184417,4.089184417,0.933656958,65.50151271,6.550151271,0.925242718,67.41177701,6.741177701,0.92394822,122.6773283,12.26773283,0.911326861,237.291818,23.7291818,0.838511327,5.760376377,0.576037638,0.880906149,100.8901771,10.08901771
OVA_Uterus.arff,1545,7.342779189,10937,9.299906815,7.078964401,1.957127626,0.141263601,-1.957127626,2,0,0,10936,100,0,0,0.0802589,0.9197411,0.5,0.4197411,0,0,0,0,0,0,0,0,0,0,0,0,1421,91.97411003,1.090799959,-0.855703679,1534.017521,53.72736381,142.1228925,-0.003282235,39.1555748,4.12001325,4.627020856,2058.604402,4218.097668,3386.561563,23.58693845,-1,-1,-1,-1,-1,-1,24.67773841,0.916828479,20.15560874,2.015560874,0.919093851,34.06276671,3.406276671,0.917152104,37.64114091,3.764114091,0.913268608,66.82999093,6.682999093,0.917799353,74.28281277,7.428281277,0.917475728,128.5017689,12.85017689,0.910679612,205.0107662,20.50107662,0.881229773,6.111314674,0.611131467,0.905177994,97.29786721,9.729786721
page-blocks.arff,5473,8.607582191,11,2.397895273,0.002009867,-6.209686918,497.5454545,6.209686918,2,0,0,10,100,0,0,0.102320482,0.897679518,0.5,0.397679518,0,0,0,0,0,0,0,0,0,0,0,0,4913,89.76795176,0.00778697,0.69019922,4812.487958,652.2323869,1402.863991,-0.834488213,67.40693665,14.70742102,18.88525394,840.1581443,1471.519905,253.3275854,0.028277211,-1,-1,-1,-1,-1,-1,0.036064181,0.933150685,0.064081642,0.006408164,0.897716895,0.058766638,0.005876664,0.953333333,0.0834563,0.00834563,0.938082192,0.103094261,0.010309426,0.965753425,0.154153275,0.015415327,0.96347032,0.234134137,0.023413414,0.967214612,0.436039548,0.043603955,0.900547945,0.036817377,0.003681738,0.960456621,0.225636999,0.0225637
pbc.arff,418,6.035481433,19,2.944438979,0.045454545,-3.091042453,22,3.091042453,2,8,44.44444444,10,55.55555556,1.25,0.8,0.449760766,0.550239234,0.5,0.050239234,1,2,110,81.875,45.83240529,655,1239,15.60060438,142,33.97129187,13,3.110047847,230,55.02392345,0.005431852,-1,-1,-1,-1,-1,-1,-1,-1,269.0096138,626.1822332,302.2289309,0.014760742,0.992705027,5.18008,0.024626597,40.31028014,209.3449146,0.009919446,0.03011204,0.65,0.007484587,0.000748459,0.625,0.012081528,0.001208153,0.671428571,0.015414459,0.001541446,0.673809524,0.020183514,0.002018351,0.66547619,0.015681709,0.001568171,0.660714286,0.023353411,0.002335341,0.630952381,0.024099106,0.002409911,0.708333333,0.009989318,0.000998932,0.555952381,0.029631226,0.002963123
pbcseq.arff,1945,7.573017256,19,2.944438979,0.009768638,-4.628578277,102.3684211,4.628578277,2,6,33.33333333,12,66.66666667,2,0.5,0.499742931,0.500257069,0.5,0.000257069,2,2,1024,202.1666667,368.5034675,1213,1133,3.065890948,832,42.77634961,6,0.30848329,973,50.02570694,0.00426732,-1,-1,-1,-1,-1,-1,-1,-1,548.1007646,1040.385621,1928.832198,0.012284433,0.999999809,6.345,0.07558645,13.22988198,82.94365226,0.035354409,0.051906162,0.621336761,0.027725736,0.002772574,0.613624679,0.033649454,0.003364945,0.66966581,0.039294475,0.003929448,0.661953728,0.043965631,0.004396563,0.696143959,0.080033365,0.008003336,0.685861183,0.116069518,0.011606952,0.70437018,0.159084575,0.015908458,0.684318766,0.021659115,0.002165911,0.76503856,0.093346534,0.009334653
pc1.arff,1109,7.011213987,22,3.091042453,0.019837692,-3.920171534,50.40909091,3.920171534,2,0,0,21,100,0,0,0.069431921,0.930568079,0.5,0.430568079,0,0,0,0,0,0,0,0,0,0,0,0,1032,93.05680794,0.002590393,13.66287555,408.6346313,115.5173335,104.4476151,2.169271708,18.5251236,7.997669345,3.980557816,8674.695524,36256.26769,1500.996263,0.020881839,-1,-1,-1,-1,-1,-1,0.023472232,0.932432432,0.01666939,0.001666939,0.932432432,0.027178998,0.0027179,0.932432432,0.025114815,0.002511481,0.934684685,0.035355988,0.003535599,0.931981982,0.055822543,0.005582254,0.941441441,0.084015276,0.008401528,0.904504505,0.081780163,0.008178016,0.895945946,0.017073621,0.001707362,0.894594595,0.057864619,0.005786462
pc1_req.arff,320,5.768320996,9,2.197224577,0.028125,-3.571096418,35.55555556,3.571096418,2,1,12.5,7,87.5,7,0.142857143,0.334375,0.665625,0.5,0.165625,0,3,3,3,0,3,0,0,0,0,0,0,213,66.5625,0.00201918,-0.819329038,155.231568,28.74224144,53.29573613,0.713984907,12.04957962,3.386516716,3.78628381,0.867588988,0.549700675,1.012053577,0.007085882,0.91933398,1.24245,0.001274517,721.3194081,973.8423583,0.001129794,0.010234857,0.646875,0.008503848,0.000850385,0.6578125,0.009861811,0.000986181,0.6609375,0.008257126,0.000825713,0.646875,0.005161049,0.000516105,0.6953125,0.005428694,0.000542869,0.68125,0.005529752,0.000552975,0.671875,0.006617306,0.000661731,0.6484375,0.01188415,0.001188415,0.603125,0.017722207,0.001772221
pc2.arff,5589,8.628555659,37,3.610917913,0.006620147,-5.017637747,151.0540541,5.017637747,2,0,0,36,100,0,0,0.004115226,0.995884774,0.5,0.495884774,0,0,0,0,0,0,0,0,0,0,0,0,5566,99.58847737,0.009518373,-1.023116221,2753.649821,681.4371985,715.1771769,-2.768345833,45.83051682,17.14622837,13.03315248,840.4828197,4583.883966,80.89539059,0.067786039,-1,-1,-1,-1,-1,-1,0.077304412,0.995348837,0.055383968,0.005538397,0.995527728,0.073556592,0.007355659,0.995259392,0.102607131,0.010260713,0.995348837,0.104700131,0.010470013,0.995080501,0.176494529,0.017649453,0.99490161,0.166145983,0.016614598,0.992039356,0.232129957,0.023212996,0.973881932,0.046954729,0.004695473,0.992665474,0.397381816,0.039738182
pc3.arff,1563,7.35436233,38,3.63758616,0.02431222,-3.716776171,41.13157895,3.716776171,2,0,0,37,100,0,0,0.102367242,0.897632758,0.5,0.397632758,0,0,0,0,0,0,0,0,0,0,0,0,1403,89.76327575,0.003697291,-1.481336026,1036.012301,238.1864807,268.3187505,-0.588939309,30.45973015,10.31441552,8.275275037,10331.19565,58044.03297,1008.14653,0.038406273,-1,-1,-1,-1,-1,-1,0.042103564,0.897763578,0.023715797,0.00237158,0.897763578,0.031933842,0.003193384,0.897444089,0.041468795,0.004146879,0.897763578,0.05984985,0.005984985,0.888817891,0.07411991,0.007411991,0.89201278,0.103725082,0.010372508,0.862939297,0.16382955,0.016382955,0.194888179,0.019993637,0.001999364,0.839297125,0.073374609,0.007337461
pc4.arff,1458,7.284820913,38,3.63758616,0.0260631,-3.647234753,38.36842105,3.647234753,2,0,0,37,100,0,0,0.122085048,0.877914952,0.5,0.377914952,0,0,0,0,0,0,0,0,0,0,0,0,1280,87.7914952,0.003045943,-1.509888838,768.9857457,104.7230089,148.7757506,-0.46345368,25.45763588,6.443644593,5.102144785,1837.198917,10140.63209,583.4642025,0.035078868,-1,-1,-1,-1,-1,-1,0.038124811,0.874657534,0.022067688,0.002206769,0.876712329,0.030494954,0.003049495,0.88869863,0.036574207,0.003657421,0.88390411,0.049358007,0.004935801,0.890068493,0.065685933,0.006568593,0.889726027,0.10247094,0.010247094,0.885273973,0.109829205,0.01098292,0.869520548,0.016004225,0.001600423,0.827054795,0.064448766,0.006444877
pendigits.arff,10992,9.304923014,17,2.833213344,0.001546579,-6.47170967,646.5882353,6.47170967,2,0,0,16,100,0,0,0.104075691,0.895924309,0.5,0.395924309,0,0,0,0,0,0,0,0,0,0,0,0,9848,89.59243086,0.008510559,-1.68557219,3.048814508,-0.501360845,1.110763038,-1.490979552,0.948135018,-0.039190807,0.654752303,29.77282834,6.569849481,50.7110461,0.022063346,-1,-1,-1,-1,-1,-1,0.030573905,0.895861755,0.075475899,0.00754759,0.895861755,0.065221305,0.00652213,0.951114143,0.114349958,0.011434996,0.946202819,0.117677362,0.011767736,0.975807185,0.217374742,0.021737474,0.967985448,0.188509738,0.018850974,0.987812642,0.367739536,0.036773954,0.971714416,0.068939123,0.006893912,0.998317417,1.650020567,0.165002057
pharynx.arff,195,5.272999559,12,2.48490665,0.061538462,-2.788092909,16.25,2.788092909,2,10,90.90909091,1,9.090909091,0.1,10,0.379487179,0.620512821,0.5,0.120512821,3,2,184,21.7,54.11848113,217,2,0.085470085,2,1.025641026,2,1.025641026,121,62.05128205,0.002764481,0.240351069,0.240351069,0.240351069,0,-0.026503021,-0.026503021,-0.026503021,0,11.18789196,0,60.43589783,0.001146768,0.957679028,4.66559,0.096177339,9.957428984,47.51033105,0.008603722,0.012514971,0.823076923,0.005164602,0.00051646,0.823076923,0.007289182,0.000728918,0.823076923,0.006230839,0.000623084,0.823076923,0.008668857,0.000866886,0.753846154,0.006475983,0.000647598,0.784615385,0.009323363,0.000932336,0.702564103,0.010975025,0.001097503,0.825641026,0.007259181,0.000725918,0.579487179,0.015756713,0.001575671
plasma_retinol.arff,315,5.752572639,14,2.63905733,0.044444444,-3.113515309,22.5,3.113515309,2,3,23.07692308,10,76.92307692,3.333333333,0.3,0.422222222,0.577777778,0.5,0.077777778,1,2,3,2.666666667,0.471404521,8,0,0,0,0,0,0,182,57.77777778,0.002236691,-0.876769653,217.8150964,29.23720254,63.78442002,0.297552258,13.75713539,3.049398628,3.754432133,312.5613763,452.5902981,541.6730376,0.009168224,0.982474087,4.8501,0.004995861,196.6576101,969.8244174,0.002706057,0.014110972,0.558730159,0.006177153,0.000617715,0.561904762,0.008129619,0.000812962,0.552380952,0.00792474,0.000792474,0.558730159,0.011396231,0.001139623,0.512698413,0.011712826,0.001171283,0.534920635,0.018182493,0.001818249,0.515873016,0.017948797,0.00179488,0.49047619,0.007229574,0.000722957,0.484126984,0.016822951,0.001682295
pm10.arff,500,6.214608098,8,2.079441542,0.016,-4.135166557,62.5,4.135166557,2,0,0,7,100,0,0,0.492,0.508,0.5,0.008,0,0,0,0,0,0,0,0,0,0,0,0,254,50.8,0.001618502,-1.167650779,4.564742088,0.482046392,1.787283926,-0.910818517,0.821424901,-0.045486092,0.519081551,14.78306796,28.93772925,23.9962888,0.006781525,-1,-1,-1,-1,-1,-1,0.008400027,0.517,0.006062278,0.000606228,0.517,0.006944165,0.000694416,0.51,0.00752722,0.000752722,0.509,0.009643511,0.000964351,0.525,0.010816333,0.001081633,0.53,0.015284189,0.001528419,0.562,0.019137409,0.001913741,0.531,0.007888423,0.000788842,0.56,0.017146651,0.001714665
pol.arff,15000,9.61580548,49,3.891820298,0.003266667,-5.723985182,306.122449,5.723985182,2,0,0,48,100,0,0,0.336066667,0.663933333,0.5,0.163933333,0,0,0,0,0,0,0,0,0,0,0,0,9959,66.39333333,0.034635162,-3,147.2124221,17.51584549,33.30259771,0,11.61730671,2.58893234,3.222131453,6.519987514,8.249952565,19.43252655,0.118502404,-1,-1,-1,-1,-1,-1,0.153137566,0.664,0.132399813,0.013239981,0.664,0.170713317,0.017071332,0.8397,0.225754637,0.022575464,0.8393,0.250171127,0.025017113,0.923933333,0.327541463,0.032754146,0.9269,0.349039518,0.034903952,0.977266667,0.615665682,0.061566568,0.651366667,0.248287743,0.024828774,0.968833333,5.544409732,0.554440973
pollen.arff,3848,8.255308812,6,1.791759469,0.001559252,-6.463549343,641.3333333,6.463549343,2,0,0,5,100,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1924,50,0.004249556,-0.309946013,0.19337457,-0.098041927,0.166833164,-0.130529568,0.109750941,0.020609459,0.09719359,6.528597641,2.342198342,0.000805886,0.009548375,-1,-1,-1,-1,-1,-1,0.01379793,0.506103896,0.044046161,0.004404616,0.505194805,0.067953416,0.006795342,0.50025974,0.052068801,0.00520688,0.505194805,0.092853878,0.009285388,0.503116883,0.085667332,0.008566733,0.501038961,0.172479064,0.017247906,0.498311688,0.39238538,0.039238538,0.491948052,0.0208321,0.00208321,0.496623377,0.120223938,0.012022394
primary-tumor.arff,339,5.826000107,18,2.890371758,0.053097345,-2.935628349,18.83333333,2.935628349,2,17,100,0,0,0,0,0.247787611,0.752212389,0.5,0.252212389,11,2,158,15.41176471,39.03702439,262,225,3.687315634,207,61.0619469,5,1.474926254,255,75.22123894,0.007053512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.807752702,5.52809,0.024813528,32.5529159,221.7853065,0.026681999,0.033735511,0.732352941,0.00525658,0.000525658,0.738235294,0.005506461,0.000550646,0.829411765,0.005821082,0.000582108,0.829411765,0.005487513,0.000548751,0.830882353,0.007678807,0.000767881,0.826470588,0.012161664,0.001216166,0.813235294,0.009830626,0.000983063,0.769117647,0.01112227,0.001112227,0.8,0.029391214,0.002939121
prnn_fglass.arff,214,5.365976015,10,2.302585093,0.046728972,-3.063390922,21.4,3.063390922,2,0,0,9,100,0,0,0.355140187,0.644859813,0.5,0.144859813,0,0,0,0,0,0,0,0,0,0,0,0,138,64.48598131,0.001584948,-0.42870212,53.39232486,9.650670522,15.82818895,-1.144464612,6.505636215,1.64100692,2.165861058,0.687927858,0.473211712,11.26585184,0.014860221,-1,-1,-1,-1,-1,-1,0.016445169,0.734883721,0.005624493,0.000562449,0.720930233,0.006257683,0.000625768,0.727906977,0.006357162,0.000635716,0.737209302,0.008981504,0.00089815,0.765116279,0.009830626,0.000983063,0.776744186,0.012830776,0.001283078,0.797674419,0.011819015,0.001181902,0.590697674,0.015093522,0.001509352,0.869767442,0.017309686,0.001730969
prnn_synth.arff,250,5.521460918,3,1.098612289,0.012,-4.422848629,83.33333333,4.422848629,2,0,0,2,100,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,125,50,0.00153284,-1.190172286,-0.580509663,-0.885340975,0.304831311,-0.207919359,-0.087594852,-0.147757106,0.060162254,0.371414244,0.117101699,0.215802033,0.002249324,-1,-1,-1,-1,-1,-1,0.003782164,0.828,0.007248127,0.000724813,0.828,0.009028875,0.000902887,0.842,0.009420474,0.000942047,0.834,0.006540723,0.000654072,0.824,0.005952931,0.000595293,0.83,0.007891976,0.000789198,0.812,0.006650071,0.000665007,0.844,0.012763273,0.001276327,0.868,0.021587269,0.002158727
puma32H.arff,8192,9.010913347,33,3.496507561,0.00402832,-5.514405786,248.2424242,5.514405786,2,0,0,32,100,0,0,0.49609375,0.50390625,0.5,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,4128,50.390625,0.012725771,-1.226619501,-1.156664433,-1.196850663,0.014275559,-0.03206446,0.025768759,-0.002686791,0.012997422,7.58645791,15.39042302,0.660609202,0.049829741,-1,-1,-1,-1,-1,-1,0.062555513,0.651067724,0.396047933,0.039604793,0.651067724,0.83266501,0.083266501,0.771079927,0.677534318,0.067753432,0.770957901,0.909286888,0.090928689,0.884319707,0.93144616,0.093144616,0.884624771,1.741236204,0.17412362,0.840085418,2.689142928,0.268914293,0.639414277,0.052814497,0.00528145,0.546735815,0.842492873,0.084249287
puma8NH.arff,8192,9.010913347,9,2.197224577,0.001098633,-6.81368877,910.2222222,6.81368877,2,0,0,8,100,0,0,0.497802734,0.502197266,0.5,0.002197266,0,0,0,0,0,0,0,0,0,0,0,0,4114,50.21972656,0.004482857,-1.203291344,-1.185559953,-1.194595274,0.006295427,-0.021809902,0.018374516,-0.005739256,0.013301736,0.901554987,0.321234953,0.002657159,0.011852964,-1,-1,-1,-1,-1,-1,0.016335821,0.697742526,0.073486325,0.007348633,0.696644295,0.138867111,0.013886711,0.782062233,0.169969201,0.01699692,0.774374619,0.303308929,0.030330893,0.813178768,0.297965108,0.029796511,0.811104332,0.924053946,0.092405395,0.762111043,1.073795025,0.107379502,0.823672971,0.059211924,0.005921192,0.744112264,0.769639737,0.076963974
pwLinear.arff,200,5.298317367,11,2.397895273,0.055,-2.900422094,18.18181818,2.900422094,2,0,0,10,100,0,0,0.485,0.515,0.5,0.015,0,0,0,0,0,0,0,0,0,0,0,0,103,51.5,0.001666268,-1.980303548,-1.333618296,-1.544129891,0.16164841,-0.194644094,0.219954893,0.020412575,0.131463362,0.837101132,0.056713169,-0.011,0.019370316,-1,-1,-1,-1,-1,-1,0.021036584,0.8175,0.006597174,0.000659717,0.8175,0.004869324,0.000486932,0.7925,0.005133811,0.000513381,0.7925,0.005001567,0.000500157,0.8525,0.005873585,0.000587358,0.8275,0.005935956,0.000593596,0.84,0.006155836,0.000615584,0.82,0.008009218,0.000800922,0.8175,0.017122571,0.001712257
quake.arff,2178,7.686162303,4,1.386294361,0.001836547,-6.299867942,544.5,6.299867942,2,0,0,3,100,0,0,0.444903581,0.555096419,0.5,0.055096419,0,0,0,0,0,0,0,0,0,0,0,0,1209,55.50964187,0.002960675,-0.816184705,10.76923822,3.048028523,5.459720532,-0.857283175,3.273695946,0.820768615,1.773240199,88.60933113,41.07398537,45.74558338,0.005574359,-1,-1,-1,-1,-1,-1,0.008535034,0.551605505,0.01141281,0.001141281,0.551605505,0.014892985,0.001489299,0.540825688,0.017796816,0.001779682,0.543348624,0.026290006,0.002629001,0.54587156,0.026595547,0.002659555,0.545642202,0.048037941,0.004803794,0.513073394,0.098029533,0.009802953,0.557798165,0.01872173,0.001872173,0.514908257,0.041591959,0.004159196
rabe_266.arff,120,4.787491743,3,1.098612289,0.025,-3.688879454,40,3.688879454,2,0,0,2,100,0,0,0.475,0.525,0.5,0.025,0,0,0,0,0,0,0,0,0,0,0,0,63,52.5,0.002972913,-1.224242241,-1.216783388,-1.220512815,0.003729426,0,0,0,0,24.4409647,10.07955837,11.25,0.003848878,-1,-1,-1,-1,-1,-1,0.00682179,0.870833333,0.007993033,0.000799303,0.8625,0.008759256,0.000875926,0.85,0.006175574,0.000617557,0.845833333,0.006574673,0.000657467,0.9375,0.007013642,0.000701364,0.929166667,0.007524062,0.000752406,0.945833333,0.007475507,0.000747551,0.925,0.009930104,0.00099301,0.954166667,0.01703454,0.001703454
rmftsa_ctoarrivals.arff,264,5.575949103,3,1.098612289,0.011363636,-4.477336814,88,4.477336814,2,1,50,1,50,1,1,0.382575758,0.617424242,0.5,0.117424242,0,12,12,12,0,12,0,0,0,0,0,0,163,61.74242424,0.002778298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.959840904,5.33434,0.203575811,4.714906436,25.20320238,0.001907859,0.004686157,0.737735849,0.004581151,0.000458115,0.730188679,0.004624575,0.000462457,0.849056604,0.00769065,0.000769065,0.779245283,0.005422773,0.000542277,0.873584906,0.00784421,0.000784421,0.894339623,0.006784683,0.000678468,0.920754717,0.00519934,0.000519934,0.726415094,0.010810807,0.001081081,0.805660377,0.032267806,0.003226781
rmftsa_ladata.arff,508,6.230481448,11,2.397895273,0.021653543,-3.832586175,46.18181818,3.832586175,2,0,0,10,100,0,0,0.437007874,0.562992126,0.5,0.062992126,0,0,0,0,0,0,0,0,0,0,0,0,286,56.2992126,0.001729429,-0.449000931,12.58727994,1.69475995,3.689318841,-0.567879617,2.74068284,0.814160012,0.799558419,7.470360982,4.540076925,48.00183954,0.015275899,-1,-1,-1,-1,-1,-1,0.017005328,0.883333333,0.01087081,0.001087081,0.883333333,0.015524201,0.00155242,0.882352941,0.01445599,0.001445599,0.883333333,0.032473474,0.003247347,0.862745098,0.032604928,0.003260493,0.866666667,0.038809319,0.003880932,0.852941176,0.026445145,0.002644515,0.856862745,0.011512684,0.001151268,0.809803922,0.031505136,0.003150514
rmftsa_sleepdata.arff,1024,6.931471806,3,1.098612289,0.002929688,-5.832859517,341.3333333,5.832859517,2,1,50,1,50,1,1,0.497070313,0.502929688,0.5,0.002929688,0,4,4,4,0,4,0,0,0,0,0,0,515,50.29296875,0.003662158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.999975234,6.3762,0.025065366,39.89469875,253.3830192,0.002363014,0.006025171,0.726829268,0.0057595,0.00057595,0.726829268,0.006209523,0.000620952,0.726829268,0.006262025,0.000626203,0.726829268,0.007665385,0.000766539,0.731707317,0.011741248,0.001174125,0.722439024,0.010422761,0.001042276,0.687804878,0.010124719,0.001012472,0.671707317,0.015531307,0.001553131,0.656585366,0.035125055,0.003512505
scene.arff,2407,7.786136438,300,5.703782475,0.124636477,-2.082353963,8.023333333,2.082353963,2,5,1.672240803,294,98.3277592,58.8,0.017006803,0.179061072,0.820938928,0.5,0.320938928,5,2,2,2,0,10,0,0,0,0,0,0,1976,82.09389281,0.030474821,-0.753030182,76.5140384,8.16669723,13.74085534,-0.845822275,7.309850693,1.688892242,1.888877768,0.18112724,0.04404705,0.30826849,0.43823558,0.678018707,6.05743,0.032563349,20.82152888,185.019764,0.006760998,0.475471399,0.821576763,0.875100564,0.087510056,0.821576763,1.804482541,0.180448254,0.821161826,2.088766172,0.208876617,0.821576763,2.633563555,0.263356356,0.896680498,2.337146288,0.233714629,0.892116183,4.422398336,0.442239834,0.924688797,5.898402657,0.589840266,0.857676349,0.298130117,0.029813012,0.926348548,11.25556864,1.125556864
schizo.arff,340,5.828945618,15,2.708050201,0.044117647,-3.120895417,22.66666667,3.120895417,2,2,14.28571429,12,85.71428571,6,0.166666667,0.479411765,0.520588235,0.5,0.020588235,1,2,3,2.5,0.5,5,834,16.35294118,228,67.05882353,11,3.235294118,177,52.05882353,0.003724924,-1,-1,-1,-1,-1,-1,-1,-1,7.552860755,24.63126462,11.97848202,0.019491111,0.998776608,5.41434,0.010361944,96.38892534,521.5212044,0.003556363,0.026772398,0.586764706,0.011090294,0.001109029,0.586764706,0.014818376,0.001481838,0.605882353,0.015415249,0.001541525,0.6,0.018719757,0.001871976,0.713235294,0.018199862,0.001819986,0.714705882,0.026320797,0.00263208,0.802941176,0.032270175,0.003227017,0.539705882,0.015928432,0.001592843,0.948529412,0.027147812,0.002714781
segment.arff,2310,7.745002804,20,2.995732274,0.008658009,-4.74927053,115.5,4.74927053,2,0,0,19,100,0,0,0.142857143,0.857142857,0.5,0.357142857,0,0,0,0,0,0,0,0,0,0,0,0,1980,85.71428571,0.003448594,-3,338.4846953,36.25068276,87.96568063,-0.884785771,16.88995934,3.144128337,4.646400308,25.30923627,23.32208513,24.63313827,0.023107082,-1,-1,-1,-1,-1,-1,0.026555677,0.935497835,0.032387023,0.003238702,0.902380952,0.045023184,0.004502318,0.937229437,0.064167304,0.00641673,0.953896104,0.087499793,0.008749979,0.993506494,0.102517127,0.010251713,0.994155844,0.167591582,0.016759158,0.993939394,0.120323021,0.012032302,0.830735931,0.024043445,0.002404345,0.993939394,0.181847824,0.018184782
sensory.arff,576,6.356107661,12,2.48490665,0.020833333,-3.871201011,48,3.871201011,2,11,100,0,0,0,0,0.414930556,0.585069444,0.5,0.085069444,4,2,6,3.272727273,1.212878551,36,0,0,0,0,0,0,337,58.50694444,0.003130815,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.979017053,5.85626,0.006643168,147.3720159,880.5458955,0.010372232,0.013503047,0.586206897,0.005198946,0.000519895,0.586206897,0.004896167,0.000489617,0.618103448,0.005738578,0.000573858,0.618103448,0.005819898,0.00058199,0.649137931,0.007320763,0.000732076,0.646551724,0.007723415,0.000772341,0.628448276,0.011609794,0.001160979,0.611206897,0.008173042,0.000817304,0.65,0.022214538,0.002221454
servo.arff,167,5.117993812,5,1.609437912,0.02994012,-3.5085559,33.4,3.5085559,2,4,100,0,0,0,0,0.22754491,0.77245509,0.5,0.27245509,0,4,5,4.75,0.433012702,19,0,0,0,0,0,0,129,77.24550898,0.008040404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.773706918,4.85286,0.133149696,5.810805001,35.44665425,0.012960651,0.021001056,0.926470588,0.005521462,0.000552146,0.926470588,0.005487907,0.000548791,0.920588235,0.005406982,0.000540698,0.926470588,0.004849586,0.000484959,0.902941176,0.003888353,0.000388835,0.897058824,0.004033229,0.000403323,0.923529412,0.003977568,0.000397757,0.926470588,0.006667835,0.000666784,0.847058824,0.014164265,0.001416426
sick.arff,3772,8.235360644,30,3.401197382,0.00795334,-4.834163262,125.7333333,4.834163262,2,22,75.86206897,7,24.13793103,0.318181818,3.142857143,0.061240721,0.938759279,0.5,0.438759279,19,1,152,8.909090909,31.23213539,196,6064,5.358784023,3772,100,8,0.212089077,3541,93.87592789,0.009264545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.007399714,0.332350556,-1,0.003547986,93.67302653,-1,0.027843373,0.044507632,0.939072848,0.020192989,0.002019299,0.939072848,0.022195984,0.002219598,0.966092715,0.030519034,0.003051903,0.966225166,0.033372335,0.003337234,0.981192053,0.0534994,0.00534994,0.979072848,0.057300512,0.005730051,0.98781457,0.062758023,0.006275802,0.421324503,0.021918865,0.002191886,0.903443709,0.283483065,0.028348306
